Data,Hora,Preco,Tipo
2025-09-08,09:00,5443.25,AJUSTE
2025-09-08,09:07,5436.5,POC_COMPRA
2025-09-08,09:12,5440,JABULANI_C
2025-09-08,09:30,5438.5,POC_VENDA
2025-09-08,09:31,5438,JABULANI_V
2025-09-08,09:48,5443,JABULANI_C
2025-09-08,11:10,5464.5,POC_VENDA
